PUBCHEM_COMPOUND_CID,PUBCHEM_CACTVS_COMPLEXITY,PUBCHEM_CACTVS_HBOND_ACCEPTOR,PUBCHEM_CACTVS_HBOND_DONOR,PUBCHEM_CACTVS_ROTATABLE_BOND,PUBCHEM_IUPAC_NAME,PUBCHEM_XLOGP3_AA,PUBCHEM_MOLECULAR_FORMULA,PUBCHEM_MOLECULAR_WEIGHT,PUBCHEM_SMILES,PUBCHEM_CACTVS_TPSA,PUBCHEM_TOTAL_CHARGE,PUBCHEM_HEAVY_ATOM_COUNT,Description
908,88.9,3,2,2,2-(aminomethylideneamino)acetic acid,-1.0,C3H6N2O2,102.09,C(C(=O)O)N=CN,75.7,0,7,N-formimidoylglycine is a glycine derivative. It is a tautomer of a N-formimidoylglycine zwitterion.
909,202.0,5,3,5,2-(aminomethylideneamino)pentanedioic acid,-1.1,C6H10N2O4,174.15,C(CC(=O)O)C(C(=O)O)N=CN,113.0,0,12,
910,306.0,5,3,5,2-amino-4-(2-formamidophenyl)-4-oxobutanoic acid,-2.3,C11H12N2O4,236.22,C1=CC=C(C(=C1)C(=O)CC(C(=O)O)N)NC=O,109.0,0,17,N-formylkynurenine is a non-proteinogenic alpha-amino acid and a non-proteinogenic amino acid derivative. It is functionally related to a kynurenine.
911,140.0,4,2,5,2-formamido-4-methylsulfanylbutanoic acid,0.2,C6H11NO3S,177.22,CSCCC(C(=O)O)NC=O,91.7,0,11,N-Formyl-DL-methionine is a methionine derivative.
912,74.7,2,2,3,2-(1H-imidazol-5-yl)-N-methylethanamine,,C6H11N3,125.17,CNCCC1=CN=CN1,40.7,0,9,N-alpha-Methylhistamine is an aralkylamine.
913,99.7,2,2,3,2-(methylamino)-1-phenylethanol,,C9H13NO,151.21,CNCC(C1=CC=CC=C1)O,32.3,0,11,
914,257.0,3,3,4,3-(1H-indol-3-yl)-2-(methylamino)propanoic acid,,C12H14N2O2,218.25,CNC(CC1=CNC2=CC=CC=C21)C(=O)O,65.1,0,16,
915,417.0,8,4,10,2-(3-carboxypropanoylamino)-6-oxoheptanedioic acid,-1.3,C11H15NO8,289.24,C(CC(C(=O)O)NC(=O)CCC(=O)O)CC(=O)C(=O)O,158.0,0,20,
916,176.0,4,4,12,N-[3-[4-(3-aminopropylamino)butylamino]propyl]acetamide,-0.8,C12H28N4O,244.38,CC(=O)NCCCNCCCCNCCCN,79.2,0,17,N(1)-acetylspermine is an acetylspermine carrying an acetyl group at position N(1). It has a role as a human metabolite. It is a member of acetamides and an acetylspermine. It is a conjugate base of a N(1)-acetylsperminium(3+).
917,150.0,4,3,0,"1-methyl-2,3,6,7-tetrahydropurin-6-amine",-0.7,C6H11N5,153.19,CN1CNC2=C(C1N)NC=N2,70.0,0,11,
918,325.0,7,4,8,2-(3-carboxypropanoylamino)pentanedioic acid,-1.5,C9H13NO7,247.2,C(CC(=O)O)C(C(=O)O)NC(=O)CCC(=O)O,141.0,0,17,
919,265.0,6,4,8,2-(3-carboxypropanoylamino)-5-hydroxypentanoic acid,-1.4,C9H15NO6,233.22,C(CC(C(=O)O)NC(=O)CCC(=O)O)CO,124.0,0,16,
920,267.0,6,4,8,5-amino-2-(3-carboxypropanoylamino)pentanoic acid,-3.9,C9H16N2O5,232.23,C(CC(C(=O)O)NC(=O)CCC(=O)O)CN,130.0,0,16,
921,125.0,2,2,0,"6-amino-1-methyl-1,3-diazinan-2-one",-1.1,C5H11N3O,129.16,CN1C(CCNC1=O)N,58.4,0,9,
922,158.0,4,3,4,2-amino-5-(methylamino)-5-oxopentanoic acid,,C6H12N2O3,160.17,CNC(=O)CCC(C(=O)O)N,92.4,0,11,
923,0.0,0,0,0,sodium(1+),,Na+,22.9897693,[Na+],0.0,1,1,"Sodium(1+) is a monoatomic monocation obtained from sodium. It has a role as a human metabolite and a cofactor. It is an alkali metal cation, an elemental sodium, a monovalent inorganic cation and a monoatomic monocation."
925,1120.0,18,7,11,"[[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] [5-(3-carbamoylpyridin-1-ium-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl phosphate",,C21H27N7O14P2,663.4,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N,321.0,0,44,
926,1130.0,18,8,11,"[[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] [5-(3-carbamoylpyridin-1-ium-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl hydrogen phosphate",,C21H28N7O14P2+,664.4,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N,318.0,1,44,
927,845.0,17,7,9,"[[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] (3,4-dihydroxyoxolan-2-yl)methyl hydrogen phosphate",,C15H23N5O13P2,543.32,C1C(C(C(O1)COP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=NC4=C(N=CN=C43)N)O)O)O)O,271.0,0,35,
928,1230.0,19,8,11,"[[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] [5-(3-carbamoyl-4H-pyridin-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl hydrogen phosphate",,C21H29N7O14P2,665.4,C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O,318.0,0,44,
929,1300.0,21,9,13,"[[5-(6-aminopurin-9-yl)-3-hydroxy-4-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl] [5-(3-carbamoylpyridin-1-ium-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl hydrogen phosphate",,C21H29N7O17P3+,744.4,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N,365.0,1,48,
930,1410.0,22,9,13,"[[5-(6-aminopurin-9-yl)-3-hydroxy-4-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl] [5-(3-carbamoyl-4H-pyridin-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl hydrogen phosphate",,C21H30N7O17P3,745.4,C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O,364.0,0,48,
931,80.6,0,0,0,naphthalene,,C10H8,128.17,C1=CC=C2C=CC=CC2=C1,0.0,0,10,"Naphthalene is an aromatic hydrocarbon comprising two fused benzene rings. It occurs in the essential oils of numerous plant species e.g. magnolia. It has a role as a volatile oil component, a plant metabolite, an environmental contaminant, a carcinogenic agent, a mouse metabolite and an apoptosis inhibitor. It is an ortho-fused bicyclic arene and a member of naphthalenes."
932,363.0,5,3,1,"5,7-dihydroxy-2-(4-hydroxyphenyl)-2,3-dihydrochromen-4-one",2.4,C15H12O5,272.25,C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)O,87.0,0,20,"Naringenin is a trihydroxyflavanone that is flavanone substituted by hydroxy groups at positions 5, 6 and 4'. It is a trihydroxyflavanone and a member of 4'-hydroxyflavanones."
933,2.0,1,2,0,hydroxyazanium,-1.2,H4NO+,34.038,[NH3+]O,47.9,1,2,
934,0.0,0,0,0,nickel(2+),,Ni+2,58.693,[Ni+2],0.0,2,1,"Nickel(2+) is a nickel cation in which the nickel carries a double positive charge. It has a role as a cofactor. It is a divalent metal cation, a metal cation allergen, a nickel cation and a monoatomic dication."
935,0.0,0,0,0,nickel,,Ni,58.693,[Ni],0.0,0,1,Nickel atom is chemical element (nickel group element atom) with atomic number 28. It has a role as an epitope and a micronutrient. It is a nickel group element atom and a metal allergen.
936,114.0,2,1,1,pyridine-3-carboxamide,,C6H6N2O,122.12,C1=CC(=CN=C1)C(=O)N,56.0,0,9,"Nicotinamide is a pyridinecarboxamide that is pyridine in which the hydrogen at position 3 is replaced by a carboxamide group. It has a role as an EC 2.4.2.30 (NAD(+) ADP-ribosyltransferase) inhibitor, a metabolite, a cofactor, an antioxidant, a neuroprotective agent, an EC 3.5.1.98 (histone deacetylase) inhibitor, an anti-inflammatory agent, a Sir2 inhibitor, a Saccharomyces cerevisiae metabolite, an Escherichia coli metabolite, a mouse metabolite, a human urinary metabolite and a geroprotector. It is a vitamin B3, a pyridinecarboxamide and a pyridine alkaloid. It is functionally related to a nicotinic acid."
937,108.0,3,0,0,pyridine-3-carboxylate,,C6H4NO2-,122.1,C1=CC(=CN=C1)C(=O)[O-],53.0,-1,9,"Nicotinate is a pyridinemonocarboxylate that is the conjugate base of nicotinic acid, arising from deprotonation of the carboxy group; major species at pH 7.3. It has a role as a metabolite and a Saccharomyces cerevisiae metabolite. It is a pyridinemonocarboxylate and a vitamin B3. It is a conjugate base of a nicotinic acid."
938,114.0,3,1,1,pyridine-3-carboxylic acid,,C6H5NO2,123.11,C1=CC(=CN=C1)C(=O)O,50.2,0,9,
939,457.0,8,5,5,"[5-(3-carbamoylpyridin-1-ium-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate",-3.4,C11H16N2O8P+,335.23,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)(O)O)O)O)C(=O)N,163.0,1,22,
940,314.0,5,4,3,"1-[3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]pyridin-1-ium-3-carboxamide",-1.8,C11H15N2O5+,255.25,C1=CC(=C[N+](=C1)C2C(C(C(O2)CO)O)O)C(=O)N,117.0,1,18,
941,455.0,9,5,5,"1-[3,4-dihydroxy-5-(phosphonooxymethyl)oxolan-2-yl]pyridin-1-ium-3-carboxylic acid",-2.7,C11H15NO9P+,336.21,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)(O)O)O)O)C(=O)O,158.0,1,22,
942,147.0,2,0,1,3-(1-methylpyrrolidin-2-yl)pyridine,,C10H14N2,162.23,CN1CCCC1C2=CN=CC=C2,16.1,0,12,"3-(1-methylpyrrolidin-2-yl)pyridine is an N-alkylpyrrolidine that consists of N-methylpyrrolidine bearing a pyridin-3-yl substituent at position 2. It is a N-alkylpyrrolidine, a pyridine alkaloid and a pyrrolidine alkaloid."
943,18.8,3,0,0,nitrate,-1.4,NO3-,62.005,[N+](=O)([O-])[O-],62.9,-1,4,"Nitrate is a nitrogen oxoanion formed by loss of a proton from nitric acid. Principal species present at pH 7.3. It is a nitrogen oxoanion, a member of reactive nitrogen species and a monovalent inorganic anion. It is a conjugate base of a nitric acid."
944,24.8,3,1,0,nitric acid,0.2,HNO3,63.013,[N+](=O)(O)[O-],66.1,0,4,Nitric acid is a nitrogen oxoacid of formula HNO3 in which the nitrogen atom is bonded to a hydroxy group and by equivalent bonds to the remaining two oxygen atoms. It has a role as a protic solvent and a reagent. It is a conjugate acid of a nitrate.
945,2.0,2,1,0,nitroxyl,0.2,HNO,31.014,N=O,40.9,0,2,Nitroxyl is a nitrogen oxoacid consisting of an oxygen atom double-bonded to an NH group.
946,7.5,3,0,0,nitrite,-0.8,NO2-,46.006,N(=O)[O-],52.5,-1,3,"Nitrite is the nitrogen oxoanion formed by loss of a proton from nitrous acid. It has a role as a human metabolite. It is a nitrogen oxoanion, a member of reactive nitrogen species and a monovalent inorganic anion. It is a conjugate base of a nitrous acid."
947,8.0,2,0,0,molecular nitrogen,0.1,N2,28.014,N#N,47.6,0,2,"Dinitrogen is an elemental molecule consisting of two trivalently-bonded nitrogen atoms. It has a role as a member of food packaging gas and a food propellant. It is a diatomic nitrogen, a gas molecular entity and an elemental molecule. It is a conjugate base of a diazynium."
948,25.8,2,0,0,nitrous oxide,0.5,N2O,44.013,[N-]=[N+]=O,19.1,0,3,"Dinitrogen oxide is a nitrogen oxide consisting of linear unsymmetrical molecules with formula N2O. While it is the most used gaseous anaesthetic in the world, its major commercial use, due to its solubility under pressure in vegetable fats combined with its non-toxicity in low concentrations, is as an aerosol spray propellant and aerating agent for canisters of 'whipped' cream. It has a role as an inhalation anaesthetic, a NMDA receptor antagonist, a bacterial metabolite, a general anaesthetic, a vasodilator agent, an analgesic, a member of greenhouse gas, a raising agent, a member of food packaging gas, a food propellant and a refrigerant. It is a nitrogen oxide and a gas molecular entity."
949,72.6,1,0,1,"N,N-dimethylaniline",,C8H11N,121.18,CN(C)C1=CC=CC=C1,3.2,0,9,"N,N-dimethylaniline is a tertiary amine that is aniline in which the amino hydrogens are replaced by two methyl groups. It is a tertiary amine and a dimethylaniline."
950,106.0,1,0,1,"N,N-dimethylbenzeneamine oxide",1.3,C8H11NO,137.18,C[N+](C)(C1=CC=CC=C1)[O-],18.1,0,10,"N,N-dimethylaniline N-oxide is a member of the class of dimethylanilines that is N,N-dimethylaniline in which the tertiary amino group has been oxidised to give the corresponding N-oxide. It is a dimethylaniline and a tertiary amine oxide. It is functionally related to a N,N-dimethylaniline."
951,142.0,4,4,2,"4-(2-amino-1-hydroxyethyl)benzene-1,2-diol",,C8H11NO3,169.18,C1=CC(=C(C=C1C(CN)O)O)O,86.7,0,12,Noradrenaline is a catecholamine in which C-1 of the aminoethyl side-chain is hydroxy-substituted. It has a role as a human xenobiotic metabolite. It is a conjugate base of a noradrenaline(1+).
952,95.0,4,3,1,"2-(hydroxymethyl)oxolane-3,4-diol",-1.4,C5H10O4,134.13,C1C(C(C(O1)CO)O)O,69.9,0,9,
953,200.0,7,4,5,2-amino-4-phosphonooxybutanoic acid,,C4H10NO6P,199.1,C(COP(=O)(O)O)C(C(=O)O)N,130.0,0,12,O-phosphorylhomoserine is an O-phosphoamino acid in which the amino acid specified is homoserine. It is a homoserine derivative and an O-phosphoamino acid.
954,252.0,7,3,8,2-amino-4-(3-carboxypropanoyloxy)butanoic acid,-3.7,C8H13NO6,219.19,C(COC(=O)CCC(=O)O)C(C(=O)O)N,127.0,0,15,"Homoserine, O-succinyl- is an alpha-amino acid."
955,297.0,5,2,5,2-(3-carboxypropanoyl)benzoic acid,,C11H10O5,222.19,C1=CC=C(C(=C1)C(=O)CCC(=O)O)C(=O)O,91.7,0,16,2-succinylbenzoic acid is a dicarboxylic acid. It is functionally related to a benzoic acid. It is a conjugate acid of a 2-succinatobenzoate.
956,1780.0,25,10,25,"4-[2-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethylsulfanylcarbonyl]phenyl]-4-oxobutanoic acid",-4.9,C32H44N7O20P3S,971.7,CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)C4=CC=CC=C4C(=O)CCC(=O)O)O,443.0,0,63,
957,43.8,1,1,6,octan-1-ol,,C8H18O,130.23,CCCCCCCCO,20.2,0,9,"Octan-1-ol is an octanol carrying the hydroxy group at position 1. It has a role as a plant metabolite, an antifungal agent, a kairomone, a fuel additive and a bacterial metabolite. It is an octanol and a primary alcohol."
958,1400.0,3,0,24,"2-methoxy-6-(3,7,11,15,19,23,27,31-octamethyldotriaconta-2,6,10,14,18,22,26,30-octaenyl)cyclohexa-2,5-diene-1,4-dione",15.1,C47H70O3,683.1,CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCC1=CC(=O)C=C(C1=O)OC)C)C)C)C)C)C)C)C,43.4,0,50,
959,1450.0,3,0,24,"5-methoxy-2-methyl-3-(3,7,11,15,19,23,27,31-octamethyldotriaconta-2,6,10,14,18,22,26,30-octaenyl)cyclohexa-2,5-diene-1,4-dione",15.5,C48H72O3,697.1,CC1=C(C(=O)C(=CC1=O)OC)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C,43.4,0,51,
961,0.0,1,1,0,hydroxide,-0.6,HO-,17.007,[OH-],1.0,-1,1,
962,0.0,1,1,0,oxidane,-0.5,H2O,18.015,O,1.0,0,1,
963,1660.0,20,10,36,"[2-[[[5-(2,4-dioxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-5-hydroxy-6-(hydroxymethyl)-3-(3-hydroxytetradecanoylamino)oxan-4-yl] 3-hydroxytetradecanoate",4.3,C43H77N3O20P2,1018.0,CCCCCCCCCCCC(CC(=O)NC1C(C(C(OC1OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)CO)O)OC(=O)CC(CCCCCCCCCCC)O)O,347.0,0,68,
964,95.1,4,2,2,3-hydroxy-2-oxopropanoic acid,-1.0,C3H4O4,104.06,C(C(=O)C(=O)O)O,74.6,0,7,
965,234.0,2,1,15,octadec-9-enoic acid,,C18H34O2,282.5,CCCCCCCCC=CCCCCCCCC(=O)O,37.3,0,20,
966,1700.0,22,9,35,"S-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] octadec-9-enethioate",1.8,C39H68N7O17P3S,1032.0,CCCCCCCCC=CCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,389.0,0,67,
967,268.0,4,3,1,"2,4-dioxo-1H-pyrimidine-6-carboxylic acid",,C5H4N2O4,156.1,C1=C(NC(=O)NC1=O)C(=O)O,95.5,0,11,"Orotic acid is a pyrimidinemonocarboxylic acid that is uracil bearing a carboxy substituent at position C-6. It has a role as a metabolite, an Escherichia coli metabolite and a mouse metabolite. It is functionally related to a uracil. It is a conjugate acid of an orotate."
968,643.0,11,6,5,"3-[3,4-dihydroxy-5-(phosphonooxymethyl)oxolan-2-yl]-2,6-dioxopyrimidine-4-carboxylic acid",-4.2,C10H13N2O11P,368.19,C1=C(N(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)O)O)O)C(=O)O,203.0,0,24,
969,1720.0,19,11,20,"2-[[4-carboxy-4-[2-[hydroxy-[2,3,4-trihydroxy-5-(2,4,8-trioxo-1H-pyrimido[4,5-b]quinolin-10-yl)pentoxy]phosphoryl]oxypropanoylamino]butanoyl]amino]pentanedioic acid",-5.1,C29H36N5O18P,773.6,CC(C(=O)NC(CCC(=O)NC(CCC(=O)O)C(=O)O)C(=O)O)OP(=O)(O)OCC(C(C(CN1C2=CC(=O)C=CC2=CC3=C1NC(=O)NC3=O)O)O)O,365.0,0,53,
970,158.0,5,2,3,2-oxobutanedioic acid,-0.6,C4H4O5,132.07,C(C(=O)C(=O)O)C(=O)O,91.7,0,9,Oxaloacetic acid is an oxodicarboxylic acid that is succinic acid bearing a single oxo group. It has a role as a metabolite and a geroprotector. It is an oxo dicarboxylic acid and a C4-dicarboxylic acid. It is functionally related to a succinic acid. It is a conjugate acid of an oxaloacetate(2-).
971,71.5,4,2,1,oxalic acid,-0.3,C2H2O4,90.03,C(=O)(C(=O)O)O,74.6,0,6,"Oxalic acid is an alpha,omega-dicarboxylic acid that is ethane substituted by carboxyl groups at positions 1 and 2. It has a role as a human metabolite, a plant metabolite and an algal metabolite. It is a conjugate acid of an oxalate(1-) and an oxalate."
972,266.0,7,3,5,"1-oxopropane-1,2,3-tricarboxylic acid",-1.1,C6H6O7,190.11,C(C(C(=O)C(=O)O)C(=O)O)C(=O)O,129.0,0,13,Oxalosuccinic acid is a tricarboxylic acid consisting of 2-oxoglutaric acid having a further carboxy group at the 3-position. It is a substrate of the citric acid cycle. It has a role as a fundamental metabolite. It is functionally related to a 2-oxoglutaric acid. It is a conjugate acid of an oxalatosuccinate(3-).
973,1480.0,24,10,21,"2-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethylsulfanyl]-2-oxoacetic acid",-5.7,C23H36N7O19P3S,839.6,CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)C(=O)O)O,426.0,0,53,
974,86.8,3,2,1,oxamic acid,-0.9,C2H3NO3,89.05,C(=O)(C(=O)O)N,80.4,0,6,Oxamic acid is a dicarboxylic acid monoamide resulting from the formal condensation of one of the carboxy groups of oxalic acid with ammonia. It has a role as an Escherichia coli metabolite. It is a conjugate acid of an oxamate.
975,879.0,16,10,21,2-amino-5-[[3-[[2-[(4-amino-4-carboxybutanoyl)amino]-3-(carboxymethylamino)-3-oxopropyl]disulfanyl]-1-(carboxymethylamino)-1-oxopropan-2-yl]amino]-5-oxopentanoic acid,-9.1,C20H32N6O12S2,612.6,C(CC(=O)NC(CSSCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N)C(=O)NCC(=O)O)C(C(=O)O)N,368.0,0,40,Oxiglutathione is an oligopeptide.
976,126.0,3,1,3,2-oxopent-4-enoic acid,0.4,C5H6O3,114.1,C=CCC(=O)C(=O)O,54.4,0,8,"2-oxopent-4-enoic acid is a 2-oxo monocarboxylic acid. It is functionally related to a pent-4-enoic acid. It is a conjugate acid of a 2-oxopent-4-enoate. It is a tautomer of a 2-hydroxypenta-2,4-dienoic acid."
977,0.0,2,0,0,molecular oxygen,-1.1,O2,31.999,O=O,34.1,0,2,"Dioxygen is a diatomic oxygen, a gas molecular entity and an elemental molecule. It has a role as an anti-inflammatory drug, a reagent, a nutrient, a micronutrient, an oxidising agent, a human metabolite, a member of food packaging gas and a Saccharomyces cerevisiae metabolite. It is a conjugate base of a hydridodioxygen(1+)."
978,128.0,3,2,1,4-aminobenzoic acid,,C7H7NO2,137.14,C1=CC(=CC=C1C(=O)O)N,63.3,0,10,"4-aminobenzoic acid is an aminobenzoic acid in which the amino group is para to the carboxy group. It has a role as an Escherichia coli metabolite, a plant metabolite and an allergen. It is functionally related to a benzoic acid. It is a conjugate base of a 4-carboxyanilinium. It is a conjugate acid of a 4-aminobenzoate. It is a tautomer of a 4-ammoniobenzoate."
979,204.0,4,2,3,3-(4-hydroxyphenyl)-2-oxopropanoic acid,0.9,C9H8O4,180.16,C1=CC(=CC=C1CC(=O)C(=O)O)O,74.6,0,13,4-hydroxyphenylpyruvic acid is a 2-oxo monocarboxylic acid that is pyruvic acid in which one of the methyl hydrogens is substituted by a 4-hydroxyphenyl group. It has a role as a human metabolite. It is a member of phenols and a 2-oxo monocarboxylic acid. It is functionally related to a pyruvic acid. It is a conjugate acid of a 3-(4-hydroxyphenyl)pyruvate.
980,123.0,3,1,0,4-nitrophenol,,C6H5NO3,139.11,C1=CC(=CC=C1[N+](=O)[O-])O,66.1,0,10,4-nitrophenol is a member of the class of 4-nitrophenols that is phenol in which the hydrogen that is para to the hydroxy group has been replaced by a nitro group. It has a role as a human xenobiotic metabolite and a mouse metabolite. It is a conjugate acid of a 4-nitrophenolate.
981,718.0,14,8,9,"2-[[5-amino-1-[3,4-dihydroxy-5-(phosphonooxymethyl)oxolan-2-yl]imidazole-4-carbonyl]amino]butanedioic acid",-4.3,C13H19N4O12P,454.28,C1=NC(=C(N1C2C(C(C(O2)COP(=O)(O)O)O)O)N)C(=O)NC(CC(=O)O)C(=O)O,264.0,0,30,
982,1240.0,24,9,12,"bis[[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] hydrogen phosphate",,C20H27N10O16P3,756.4,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)N,387.0,0,49,
983,272.0,10,5,4,diphosphono hydrogen phosphate,-4.3,H5O10P3,257.96,OP(=O)(O)OP(=O)(O)OP(=O)(O)O,171.0,0,13,
984,142.0,1,0,14,hexadecanal,7.1,C16H32O,240.42,CCCCCCCCCCCCCCCC=O,17.1,0,17,
985,178.0,2,1,14,hexadecanoic acid,,C16H32O2,256.42,CCCCCCCCCCCCCCCC(=O)O,37.3,0,18,
986,1620.0,22,9,34,"S-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] hexadecanethioate",1.7,C37H66N7O17P3S,1005.9,CCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,389.0,0,65,
987,427.0,8,6,10,"[3-hydroxy-2,2-dimethyl-4-oxo-4-[[3-oxo-3-(2-sulfanylethylamino)propyl]amino]butyl] dihydrogen phosphate",-2.1,C11H23N2O7PS,358.35,CC(C)(COP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O,146.0,0,22,
988,239.0,5,4,6,"3-[(2,4-dihydroxy-3,3-dimethylbutanoyl)amino]propanoic acid",-1.1,C9H17NO5,219.23,CC(C)(CO)C(C(=O)NCCC(=O)O)O,107.0,0,15,Pantothenic acid is a member of the class of pantothenic acids that is an amide formed from pantoic acid and beta-alanine. It has a role as a plant metabolite. It is a conjugate acid of a pantothenate.
989,139.0,3,1,0,"3-hydroxy-4,4-dimethyloxolan-2-one",0.5,C6H10O3,130.14,CC1(COC(=O)C1O)C,46.5,0,9,DL-Pantolactone is a gamma-lactone.
990,852.0,17,6,8,[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methyl sulfo hydrogen phosphate,,C10H15N5O13P2S,507.27,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OS(=O)(=O)O)OP(=O)(O)O)O)N,284.0,0,31,
991,304.0,6,0,6,diethoxy-(4-nitrophenoxy)-sulfanylidene-lambda5-phosphane,,C10H14NO5PS,291.26,CCOP(=S)(OCC)OC1=CC=C(C=C1)[N+](=O)[O-],106.0,0,18,"Parathion is an organic thiophosphate, a C-nitro compound and an organothiophosphate insecticide. It has a role as an EC 3.1.1.7 (acetylcholinesterase) inhibitor, an EC 3.1.1.8 (cholinesterase) inhibitor, an acaricide, an agrochemical, an avicide and a mouse metabolite. It is functionally related to a 4-nitrophenol."
992,150.0,1,1,0,"2,3,4,5,6-pentachlorophenol",,C6HCl5O,266.3,C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)O,20.2,0,12,"Pentachlorophenol is a chlorophenol that is phenol substituted by 5 chloro groups. It has a role as a human xenobiotic metabolite. It is an organochlorine pesticide, a member of pentachlorobenzenes, an aromatic fungicide and a chlorophenol. It is functionally related to a pentachlorobenzene. It is a conjugate acid of a pentachlorophenolate."
